name,type,value,date
上海,,358,2020-03-16
江苏,,631,2020-03-16
浙江,,1232,2020-03-16
安徽,,990,2020-03-16
福建,,296,2020-03-16
江西,,935,2020-03-16
山东,,761,2020-03-16
河南,,1273,2020-03-16
湖北,,67799,2020-03-16
湖南,,1018,2020-03-16
广东,,1364,2020-03-16
广西,,253,2020-03-16
海南,,168,2020-03-16
重庆,,576,2020-03-16
四川,,539,2020-03-16
贵州,,146,2020-03-16
云南,,176,2020-03-16
西藏,,1,2020-03-16
陕西,,246,2020-03-16
甘肃,,133,2020-03-16
青海,,18,2020-03-16
宁夏,,75,2020-03-16
新疆,,76,2020-03-16
中国香港,,157,2020-03-16
中国澳门,,11,2020-03-16
中国台湾,,67,2020-03-16
北京,,458,2020-03-17
天津,,136,2020-03-17
河北,,318,2020-03-17
山西,,133,2020-03-17
内蒙古,,75,2020-03-17
辽宁,,125,2020-03-17
吉林,,93,2020-03-17
黑龙江,,482,2020-03-17
上海,,361,2020-03-17
江苏,,631,2020-03-17
浙江,,1232,2020-03-17
安徽,,990,2020-03-17
福建,,296,2020-03-17
江西,,935,2020-03-17
山东,,761,2020-03-17
河南,,1273,2020-03-17
湖北,,67800,2020-03-17
湖南,,1018,2020-03-17
广东,,1369,2020-03-17
广西,,253,2020-03-17
海南,,168,2020-03-17
重庆,,576,2020-03-17
四川,,540,2020-03-17
贵州,,146,2020-03-17
云南,,176,2020-03-17
西藏,,1,2020-03-17
陕西,,246,2020-03-17
甘肃,,133,2020-03-17
青海,,18,2020-03-17
宁夏,,75,2020-03-17
新疆,,76,2020-03-17
中国香港,,167,2020-03-17
中国澳门,,13,2020-03-17
中国台湾,,77,2020-03-17
北京,,479,2020-03-18
天津,,136,2020-03-18
河北,,318,2020-03-18
山西,,133,2020-03-18
内蒙古,,75,2020-03-18
辽宁,,125,2020-03-18
吉林,,93,2020-03-18
黑龙江,,483,2020-03-18
上海,,363,2020-03-18
江苏,,631,2020-03-18
浙江,,1233,2020-03-18
安徽,,990,2020-03-18
福建,,296,2020-03-18
江西,,935,2020-03-18
山东,,761,2020-03-18
河南,,1273,2020-03-18
湖北,,67800,2020-03-18
湖南,,1018,2020-03-18
广东,,1378,2020-03-18
广西,,253,2020-03-18
海南,,168,2020-03-18
重庆,,576,2020-03-18
四川,,540,2020-03-18
贵州,,146,2020-03-18
云南,,176,2020-03-18
西藏,,1,2020-03-18
陕西,,246,2020-03-18
甘肃,,133,2020-03-18
青海,,18,2020-03-18
宁夏,,75,2020-03-18
新疆,,76,2020-03-18
中国香港,,192,2020-03-18
中国澳门,,15,2020-03-18
中国台湾,,100,2020-03-18
北京,,485,2020-03-19
天津,,137,2020-03-19
河北,,318,2020-03-19
山西,,133,2020-03-19
内蒙古,,75,2020-03-19
辽宁,,126,2020-03-19
吉林,,93,2020-03-19
黑龙江,,484,2020-03-19
上海,,371,2020-03-19
江苏,,631,2020-03-19
浙江,,1234,2020-03-19
安徽,,990,2020-03-19
福建,,299,2020-03-19
江西,,935,2020-03-19
山东,,762,2020-03-19
河南,,1273,2020-03-19
湖北,,67800,2020-03-19
湖南,,1018,2020-03-19
广东,,1392,2020-03-19
广西,,254,2020-03-19
海南,,168,2020-03-19
重庆,,576,2020-03-19
四川,,541,2020-03-19
贵州,,146,2020-03-19
云南,,176,2020-03-19
西藏,,1,2020-03-19
陕西,,246,2020-03-19
甘肃,,134,2020-03-19
青海,,18,2020-03-19
宁夏,,75,2020-03-19
新疆,,76,2020-03-19
中国香港,,208,2020-03-19
中国澳门,,17,2020-03-19
中国台湾,,108,2020-03-19
北京,,499,2020-03-20
天津,,137,2020-03-20
河北,,318,2020-03-20
山西,,133,2020-03-20
内蒙古,,75,2020-03-20
辽宁,,126,2020-03-20
吉林,,93,2020-03-20
黑龙江,,484,2020-03-20
上海,,380,2020-03-20
江苏,,631,2020-03-20
浙江,,1236,2020-03-20
安徽,,990,2020-03-20
福建,,303,2020-03-20
江西,,935,2020-03-20
山东,,764,2020-03-20
河南,,1273,2020-03-20
湖北,,67800,2020-03-20
湖南,,1018,2020-03-20
广东,,1399,2020-03-20
广西,,254,2020-03-20
海南,,168,2020-03-20
重庆,,576,2020-03-20
四川,,542,2020-03-20
贵州,,146,2020-03-20
云南,,176,2020-03-20
西藏,,1,2020-03-20
陕西,,248,2020-03-20
甘肃,,134,2020-03-20
青海,,18,2020-03-20
宁夏,,75,2020-03-20
新疆,,76,2020-03-20
中国香港,,256,2020-03-20
中国澳门,,17,2020-03-20
中国台湾,,135,2020-03-20
北京,,512,2020-03-21
天津,,137,2020-03-21
河北,,319,2020-03-21
山西,,133,2020-03-21
内蒙古,,75,2020-03-21
辽宁,,126,2020-03-21
吉林,,93,2020-03-21
黑龙江,,484,2020-03-21
上海,,394,2020-03-21
江苏,,633,2020-03-21
浙江,,1237,2020-03-21
安徽,,990,2020-03-21
福建,,307,2020-03-21
江西,,936,2020-03-21
山东,,765,2020-03-21
河南,,1273,2020-03-21
湖北,,67800,2020-03-21
湖南,,1018,2020-03-21
广东,,1407,2020-03-21
广西,,254,2020-03-21
海南,,168,2020-03-21
重庆,,576,2020-03-21
四川,,543,2020-03-21
贵州,,146,2020-03-21
云南,,176,2020-03-21
西藏,,1,2020-03-21
陕西,,248,2020-03-21
甘肃,,134,2020-03-21
青海,,18,2020-03-21
宁夏,,75,2020-03-21
新疆,,76,2020-03-21
中国香港,,273,2020-03-21
中国澳门,,18,2020-03-21
中国台湾,,153,2020-03-21
北京,,522,2020-03-22
天津,,137,2020-03-22
河北,,319,2020-03-22
山西,,133,2020-03-22
内蒙古,,75,2020-03-22
辽宁,,127,2020-03-22
吉林,,93,2020-03-22
黑龙江,,484,2020-03-22
上海,,404,2020-03-22
江苏,,633,2020-03-22
浙江,,1238,2020-03-22
安徽,,990,2020-03-22
福建,,313,2020-03-22
江西,,936,2020-03-22
山东,,767,2020-03-22
河南,,1274,2020-03-22
湖北,,67800,2020-03-22
湖南,,1018,2020-03-22
广东,,1413,2020-03-22
广西,,254,2020-03-22
海南,,168,2020-03-22
重庆,,577,2020-03-22
四川,,543,2020-03-22
贵州,,146,2020-03-22
云南,,176,2020-03-22
西藏,,1,2020-03-22
陕西,,248,2020-03-22
甘肃,,136,2020-03-22
青海,,18,2020-03-22
宁夏,,75,2020-03-22
新疆,,76,2020-03-22
中国香港,,317,2020-03-22
中国澳门,,21,2020-03-22
中国台湾,,169,2020-03-22
北京,,554,2020-03-23
天津,,141,2020-03-23
河北,,319,2020-03-23
山西,,134,2020-03-23
内蒙古,,75,2020-03-23
辽宁,,127,2020-03-23
吉林,,93,2020-03-23
黑龙江,,484,2020-03-23
上海,,414,2020-03-23
江苏,,636,2020-03-23
浙江,,1240,2020-03-23
安徽,,990,2020-03-23
福建,,318,2020-03-23
江西,,936,2020-03-23
山东,,768,2020-03-23
河南,,1274,2020-03-23
湖北,,67801,2020-03-23
湖南,,1018,2020-03-23
广东,,1428,2020-03-23
广西,,254,2020-03-23
海南,,168,2020-03-23
重庆,,578,2020-03-23
四川,,545,2020-03-23
贵州,,146,2020-03-23
云南,,176,2020-03-23
西藏,,1,2020-03-23
陕西,,248,2020-03-23
甘肃,,136,2020-03-23
青海,,18,2020-03-23
宁夏,,75,2020-03-23
新疆,,76,2020-03-23
中国香港,,356,2020-03-23
中国澳门,,25,2020-03-23
中国台湾,,195,2020-03-23
北京,,559,2020-03-24
天津,,145,2020-03-24
河北,,319,2020-03-24
山西,,134,2020-03-24
内蒙古,,77,2020-03-24
辽宁,,127,2020-03-24
吉林,,94,2020-03-24
黑龙江,,484,2020-03-24
上海,,433,2020-03-24
江苏,,638,2020-03-24
浙江,,1241,2020-03-24
安徽,,990,2020-03-24
福建,,322,2020-03-24
江西,,936,2020-03-24
山东,,769,2020-03-24
河南,,1274,2020-03-24
湖北,,67801,2020-03-24
湖南,,1018,2020-03-24
广东,,1433,2020-03-24
广西,,254,2020-03-24
海南,,168,2020-03-24
重庆,,578,2020-03-24
四川,,547,2020-03-24
贵州,,146,2020-03-24
云南,,176,2020-03-24
西藏,,1,2020-03-24
陕西,,249,2020-03-24
甘肃,,136,2020-03-24
青海,,18,2020-03-24
宁夏,,75,2020-03-24
新疆,,76,2020-03-24
中国香港,,386,2020-03-24
中国澳门,,26,2020-03-24
中国台湾,,216,2020-03-24
北京,,565,2020-03-25
天津,,147,2020-03-25
河北,,319,2020-03-25
山西,,135,2020-03-25
内蒙古,,89,2020-03-25
辽宁,,127,2020-03-25
吉林,,95,2020-03-25
黑龙江,,484,2020-03-25
上海,,451,2020-03-25
江苏,,640,2020-03-25
浙江,,1243,2020-03-25
安徽,,990,2020-03-25
福建,,328,2020-03-25
江西,,936,2020-03-25
山东,,769,2020-03-25
河南,,1275,2020-03-25
湖北,,67801,2020-03-25
湖南,,1018,2020-03-25
广东,,1444,2020-03-25
广西,,254,2020-03-25
海南,,168,2020-03-25
重庆,,578,2020-03-25
四川,,547,2020-03-25
贵州,,146,2020-03-25
云南,,178,2020-03-25
西藏,,1,2020-03-25
陕西,,252,2020-03-25
甘肃,,136,2020-03-25
青海,,18,2020-03-25
宁夏,,75,2020-03-25
新疆,,76,2020-03-25
中国香港,,410,2020-03-25
中国澳门,,30,2020-03-25
中国台湾,,235,2020-03-25
北京,,569,2020-03-26
天津,,151,2020-03-26
河北,,319,2020-03-26
山西,,135,2020-03-26
内蒙古,,92,2020-03-26
辽宁,,128,2020-03-26
吉林,,95,2020-03-26
黑龙江,,484,2020-03-26
上海,,468,2020-03-26
江苏,,641,2020-03-26
浙江,,1247,2020-03-26
安徽,,990,2020-03-26
福建,,331,2020-03-26
江西,,936,2020-03-26
山东,,771,2020-03-26
河南,,1275,2020-03-26
湖北,,67801,2020-03-26
湖南,,1018,2020-03-26
广东,,1456,2020-03-26
广西,,254,2020-03-26
海南,,168,2020-03-26
重庆,,578,2020-03-26
四川,,548,2020-03-26
贵州,,146,2020-03-26
云南,,180,2020-03-26
西藏,,1,2020-03-26
陕西,,253,2020-03-26
甘肃,,136,2020-03-26
青海,,18,2020-03-26
宁夏,,75,2020-03-26
新疆,,76,2020-03-26
中国香港,,453,2020-03-26
中国澳门,,33,2020-03-26
中国台湾,,252,2020-03-26
北京,,572,2020-03-27
天津,,156,2020-03-27
河北,,319,2020-03-27
山西,,135,2020-03-27
内蒙古,,94,2020-03-27
辽宁,,131,2020-03-27
吉林,,97,2020-03-27
黑龙江,,484,2020-03-27
上海,,485,2020-03-27
江苏,,641,2020-03-27
浙江,,1251,2020-03-27
安徽,,990,2020-03-27
福建,,337,2020-03-27
江西,,936,2020-03-27
山东,,772,2020-03-27
河南,,1275,2020-03-27
湖北,,67801,2020-03-27
湖南,,1018,2020-03-27
广东,,1467,2020-03-27
广西,,254,2020-03-27
海南,,168,2020-03-27
重庆,,578,2020-03-27
四川,,548,2020-03-27
贵州,,146,2020-03-27
云南,,180,2020-03-27
西藏,,1,2020-03-27
陕西,,253,2020-03-27
甘肃,,136,2020-03-27
青海,,18,2020-03-27
宁夏,,75,2020-03-27
新疆,,76,2020-03-27
中国香港,,518,2020-03-27
中国澳门,,34,2020-03-27
中国台湾,,267,2020-03-27
北京,,576,2020-03-28
天津,,163,2020-03-28
河北,,319,2020-03-28
山西,,136,2020-03-28
内蒙古,,95,2020-03-28
辽宁,,134,2020-03-28
吉林,,98,2020-03-28
黑龙江,,484,2020-03-28
上海,,492,2020-03-28
江苏,,644,2020-03-28
浙江,,1254,2020-03-28
安徽,,990,2020-03-28
福建,,338,2020-03-28
江西,,937,2020-03-28
山东,,772,2020-03-28
河南,,1276,2020-03-28
湖北,,67801,2020-03-28
湖南,,1018,2020-03-28
广东,,1475,2020-03-28
广西,,254,2020-03-28
海南,,168,2020-03-28
重庆,,579,2020-03-28
四川,,550,2020-03-28
贵州,,147,2020-03-28
云南,,180,2020-03-28
西藏,,1,2020-03-28
陕西,,253,2020-03-28
甘肃,,136,2020-03-28
青海,,18,2020-03-28
宁夏,,75,2020-03-28
新疆,,76,2020-03-28
中国香港,,582,2020-03-28
中国澳门,,37,2020-03-28
中国台湾,,283,2020-03-28
北京,,577,2020-03-29
天津,,166,2020-03-29
河北,,321,2020-03-29
山西,,136,2020-03-29
内蒙古,,97,2020-03-29
辽宁,,136,2020-03-29
吉林,,98,2020-03-29
黑龙江,,484,2020-03-29
上海,,498,2020-03-29
江苏,,645,2020-03-29
浙江,,1255,2020-03-29
安徽,,990,2020-03-29
福建,,340,2020-03-29
江西,,937,2020-03-29
山东,,773,2020-03-29
河南,,1276,2020-03-29
湖北,,67801,2020-03-29
湖南,,1018,2020-03-29
广东,,1484,2020-03-29
广西,,254,2020-03-29
海南,,168,2020-03-29
重庆,,579,2020-03-29
四川,,550,2020-03-29
贵州,,147,2020-03-29
云南,,180,2020-03-29
西藏,,1,2020-03-29
陕西,,253,2020-03-29
甘肃,,138,2020-03-29
青海,,18,2020-03-29
宁夏,,75,2020-03-29
新疆,,76,2020-03-29
中国香港,,641,2020-03-29
中国澳门,,38,2020-03-29
中国台湾,,298,2020-03-29
北京,,580,2020-03-30
天津,,174,2020-03-30
河北,,321,2020-03-30
山西,,136,2020-03-30
内蒙古,,107,2020-03-30
辽宁,,139,2020-03-30
吉林,,98,2020-03-30
黑龙江,,484,2020-03-30
上海,,509,2020-03-30
江苏,,646,2020-03-30
浙江,,1257,2020-03-30
安徽,,990,2020-03-30
福建,,343,2020-03-30
江西,,937,2020-03-30
山东,,774,2020-03-30
河南,,1276,2020-03-30
湖北,,67801,2020-03-30
湖南,,1018,2020-03-30
广东,,1490,2020-03-30
广西,,254,2020-03-30
海南,,168,2020-03-30
重庆,,579,2020-03-30
四川,,550,2020-03-30
贵州,,147,2020-03-30
云南,,181,2020-03-30
西藏,,1,2020-03-30
陕西,,253,2020-03-30
甘肃,,138,2020-03-30
青海,,18,2020-03-30
宁夏,,75,2020-03-30
新疆,,76,2020-03-30
中国香港,,682,2020-03-30
中国澳门,,39,2020-03-30
中国台湾,,306,2020-03-30
北京,,580,2020-03-31
天津,,174,2020-03-31
河北,,323,2020-03-31
山西,,137,2020-03-31
内蒙古,,111,2020-03-31
辽宁,,140,2020-03-31
吉林,,98,2020-03-31
黑龙江,,484,2020-03-31
上海,,516,2020-03-31
江苏,,646,2020-03-31
浙江,,1257,2020-03-31
安徽,,990,2020-03-31
福建,,345,2020-03-31
江西,,937,2020-03-31
山东,,774,2020-03-31
河南,,1276,2020-03-31
湖北,,67802,2020-03-31
湖南,,1018,2020-03-31
广东,,1501,2020-03-31
广西,,254,2020-03-31
海南,,168,2020-03-31
重庆,,579,2020-03-31
四川,,552,2020-03-31
贵州,,147,2020-03-31
云南,,182,2020-03-31
西藏,,1,2020-03-31
陕西,,253,2020-03-31
甘肃,,138,2020-03-31
青海,,18,2020-03-31
宁夏,,75,2020-03-31
新疆,,76,2020-03-31
中国香港,,714,2020-03-31
中国澳门,,41,2020-03-31
中国台湾,,322,2020-03-31
北京,,582,2020-04-01
天津,,176,2020-04-01
河北,,325,2020-04-01
山西,,137,2020-04-01
内蒙古,,117,2020-04-01
辽宁,,140,2020-04-01
吉林,,98,2020-04-01
黑龙江,,488,2020-04-01
上海,,522,2020-04-01
江苏,,647,2020-04-01
浙江,,1258,2020-04-01
安徽,,990,2020-04-01
福建,,345,2020-04-01
江西,,937,2020-04-01
山东,,775,2020-04-01
河南,,1276,2020-04-01
湖北,,67802,2020-04-01
湖南,,1019,2020-04-01
广东,,1507,2020-04-01
广西,,254,2020-04-01
海南,,168,2020-04-01
重庆,,579,2020-04-01
四川,,554,2020-04-01
贵州,,147,2020-04-01
云南,,183,2020-04-01
西藏,,1,2020-04-01
陕西,,255,2020-04-01
甘肃,,138,2020-04-01
青海,,18,2020-04-01
宁夏,,75,2020-04-01
新疆,,76,2020-04-01
中国香港,,765,2020-04-01
中国澳门,,41,2020-04-01
中国台湾,,329,2020-04-01
北京,,583,2020-04-02
天津,,177,2020-04-02
河北,,326,2020-04-02
山西,,137,2020-04-02
内蒙古,,117,2020-04-02
辽宁,,141,2020-04-02
吉林,,98,2020-04-02
黑龙江,,489,2020-04-02
上海,,526,2020-04-02
江苏,,651,2020-04-02
浙江,,1260,2020-04-02
安徽,,990,2020-04-02
福建,,349,2020-04-02
江西,,937,2020-04-02
山东,,778,2020-04-02
河南,,1276,2020-04-02
湖北,,67802,2020-04-02
湖南,,1019,2020-04-02
广东,,1514,2020-04-02
广西,,254,2020-04-02
海南,,168,2020-04-02
重庆,,579,2020-04-02
四川,,555,2020-04-02
贵州,,147,2020-04-02
云南,,184,2020-04-02
西藏,,1,2020-04-02
陕西,,255,2020-04-02
甘肃,,138,2020-04-02
青海,,18,2020-04-02
宁夏,,75,2020-04-02
新疆,,76,2020-04-02
中国香港,,802,2020-04-02
中国澳门,,41,2020-04-02
中国台湾,,339,2020-04-02
北京,,585,2020-04-03
天津,,180,2020-04-03
河北,,326,2020-04-03
山西,,137,2020-04-03
内蒙古,,117,2020-04-03
辽宁,,141,2020-04-03
吉林,,98,2020-04-03
黑龙江,,491,2020-04-03
上海,,529,2020-04-03
江苏,,651,2020-04-03
浙江,,1262,2020-04-03
安徽,,990,2020-04-03
福建,,350,2020-04-03
江西,,937,2020-04-03
山东,,778,2020-04-03
河南,,1276,2020-04-03
湖北,,67803,2020-04-03
湖南,,1019,2020-04-03
广东,,1516,2020-04-03
广西,,254,2020-04-03
海南,,168,2020-04-03
重庆,,579,2020-04-03
四川,,557,2020-04-03
贵州,,147,2020-04-03
云南,,184,2020-04-03
西藏,,1,2020-04-03
陕西,,255,2020-04-03
甘肃,,138,2020-04-03
青海,,18,2020-04-03
宁夏,,75,2020-04-03
新疆,,76,2020-04-03
中国香港,,845,2020-04-03
中国澳门,,43,2020-04-03
中国台湾,,348,2020-04-03
北京,,586,2020-04-04
天津,,180,2020-04-04
河北,,327,2020-04-04
山西,,138,2020-04-04
内蒙古,,117,2020-04-04
辽宁,,142,2020-04-04
吉林,,98,2020-04-04
黑龙江,,504,2020-04-04
上海,,531,2020-04-04
江苏,,651,2020-04-04
浙江,,1263,2020-04-04
安徽,,990,2020-04-04
福建,,350,2020-04-04
江西,,937,2020-04-04
山东,,779,2020-04-04
河南,,1276,2020-04-04
湖北,,67803,2020-04-04
湖南,,1019,2020-04-04
广东,,1524,2020-04-04
广西,,254,2020-04-04
海南,,168,2020-04-04
重庆,,579,2020-04-04
四川,,558,2020-04-04
贵州,,147,2020-04-04
云南,,184,2020-04-04
西藏,,1,2020-04-04
陕西,,256,2020-04-04
甘肃,,138,2020-04-04
青海,,18,2020-04-04
宁夏,,75,2020-04-04
新疆,,76,2020-04-04
中国香港,,862,2020-04-04
中国澳门,,44,2020-04-04
中国台湾,,355,2020-04-04
北京,,587,2020-04-05
天津,,180,2020-04-05
河北,,327,2020-04-05
山西,,138,2020-04-05
内蒙古,,118,2020-04-05
辽宁,,142,2020-04-05
吉林,,98,2020-04-05
黑龙江,,524,2020-04-05
上海,,536,2020-04-05
江苏,,651,2020-04-05
浙江,,1264,2020-04-05
安徽,,990,2020-04-05
福建,,350,2020-04-05
江西,,937,2020-04-05
山东,,780,2020-04-05
河南,,1276,2020-04-05
湖北,,67803,2020-04-05
湖南,,1019,2020-04-05
广东,,1532,2020-04-05
广西,,254,2020-04-05
海南,,168,2020-04-05
重庆,,579,2020-04-05
四川,,559,2020-04-05
贵州,,147,2020-04-05
云南,,184,2020-04-05
西藏,,1,2020-04-05
陕西,,256,2020-04-05
甘肃,,139,2020-04-05
青海,,18,2020-04-05
宁夏,,75,2020-04-05
新疆,,76,2020-04-05
中国香港,,890,2020-04-05
中国澳门,,44,2020-04-05
中国台湾,,363,2020-04-05
北京,,587,2020-04-06
天津,,180,2020-04-06
河北,,327,2020-04-06
山西,,138,2020-04-06
内蒙古,,121,2020-04-06
辽宁,,144,2020-04-06
吉林,,98,2020-04-06
黑龙江,,544,2020-04-06
上海,,538,2020-04-06
江苏,,651,2020-04-06
浙江,,1265,2020-04-06
安徽,,990,2020-04-06
福建,,351,2020-04-06
江西,,937,2020-04-06
山东,,781,2020-04-06
河南,,1276,2020-04-06
湖北,,67803,2020-04-06
湖南,,1019,2020-04-06
广东,,1533,2020-04-06
广西,,254,2020-04-06
海南,,168,2020-04-06
重庆,,579,2020-04-06
四川,,560,2020-04-06
贵州,,147,2020-04-06
云南,,184,2020-04-06
西藏,,1,2020-04-06
陕西,,256,2020-04-06
甘肃,,139,2020-04-06
青海,,18,2020-04-06
宁夏,,75,2020-04-06
新疆,,76,2020-04-06
中国香港,,914,2020-04-06
中国澳门,,44,2020-04-06
中国台湾,,373,2020-04-06
北京,,588,2020-04-07
天津,,180,2020-04-07
河北,,327,2020-04-07
山西,,163,2020-04-07
内蒙古,,124,2020-04-07
辽宁,,144,2020-04-07
吉林,,98,2020-04-07
黑龙江,,569,2020-04-07
上海,,543,2020-04-07
江苏,,651,2020-04-07
浙江,,1266,2020-04-07
安徽,,990,2020-04-07
福建,,351,2020-04-07
江西,,937,2020-04-07
山东,,783,2020-04-07
河南,,1276,2020-04-07
湖北,,67803,2020-04-07
湖南,,1019,2020-04-07
广东,,1536,2020-04-07
广西,,254,2020-04-07
海南,,168,2020-04-07
重庆,,579,2020-04-07
四川,,560,2020-04-07
贵州,,147,2020-04-07
云南,,184,2020-04-07
西藏,,1,2020-04-07
陕西,,256,2020-04-07
甘肃,,139,2020-04-07
青海,,18,2020-04-07
宁夏,,75,2020-04-07
新疆,,76,2020-04-07
中国香港,,935,2020-04-07
中国澳门,,44,2020-04-07
中国台湾,,376,2020-04-07
北京,,588,2020-04-08
天津,,181,2020-04-08
河北,,327,2020-04-08
山西,,166,2020-04-08
内蒙古,,126,2020-04-08
辽宁,,144,2020-04-08
吉林,,98,2020-04-08
黑龙江,,609,2020-04-08
上海,,552,2020-04-08
江苏,,651,2020-04-08
浙江,,1267,2020-04-08
安徽,,991,2020-04-08
福建,,351,2020-04-08
江西,,937,2020-04-08
山东,,783,2020-04-08
河南,,1276,2020-04-08
湖北,,67803,2020-04-08
湖南,,1019,2020-04-08
广东,,1539,2020-04-08
广西,,254,2020-04-08
海南,,168,2020-04-08
重庆,,579,2020-04-08
四川,,560,2020-04-08
贵州,,147,2020-04-08
云南,,184,2020-04-08
西藏,,1,2020-04-08
陕西,,256,2020-04-08
甘肃,,139,2020-04-08
青海,,18,2020-04-08
宁夏,,75,2020-04-08
新疆,,76,2020-04-08
中国香港,,960,2020-04-08
中国澳门,,45,2020-04-08
中国台湾,,379,2020-04-08
北京,,588,2020-04-09
天津,,182,2020-04-09
河北,,327,2020-04-09
山西,,168,2020-04-09
内蒙古,,128,2020-04-09
辽宁,,144,2020-04-09
吉林,,98,2020-04-09
黑龙江,,638,2020-04-09
上海,,555,2020-04-09
江苏,,651,2020-04-09
浙江,,1267,2020-04-09
安徽,,991,2020-04-09
福建,,351,2020-04-09
江西,,937,2020-04-09
山东,,783,2020-04-09
河南,,1276,2020-04-09
湖北,,67803,2020-04-09
湖南,,1019,2020-04-09
广东,,1544,2020-04-09
广西,,254,2020-04-09
海南,,168,2020-04-09
重庆,,579,2020-04-09
四川,,560,2020-04-09
贵州,,147,2020-04-09
云南,,184,2020-04-09
西藏,,1,2020-04-09
陕西,,256,2020-04-09
甘肃,,139,2020-04-09
青海,,18,2020-04-09
宁夏,,75,2020-04-09
新疆,,76,2020-04-09
中国香港,,973,2020-04-09
中国澳门,,45,2020-04-09
中国台湾,,380,2020-04-09
北京,,589,2020-04-10
天津,,183,2020-04-10
河北,,327,2020-04-10
山西,,172,2020-04-10
内蒙古,,155,2020-04-10
辽宁,,145,2020-04-10
吉林,,98,2020-04-10
黑龙江,,661,2020-04-10
上海,,555,2020-04-10
江苏,,652,2020-04-10
浙江,,1267,2020-04-10
安徽,,991,2020-04-10
福建,,351,2020-04-10
江西,,937,2020-04-10
山东,,784,2020-04-10
河南,,1276,2020-04-10
湖北,,67803,2020-04-10
湖南,,1019,2020-04-10
广东,,1548,2020-04-10
广西,,254,2020-04-10
海南,,168,2020-04-10
重庆,,579,2020-04-10
四川,,560,2020-04-10
贵州,,147,2020-04-10
云南,,184,2020-04-10
西藏,,1,2020-04-10
陕西,,256,2020-04-10
甘肃,,139,2020-04-10
青海,,18,2020-04-10
宁夏,,75,2020-04-10
新疆,,76,2020-04-10
中国香港,,989,2020-04-10
中国澳门,,45,2020-04-10
中国台湾,,382,2020-04-10
北京,,589,2020-04-11
天津,,183,2020-04-11
河北,,327,2020-04-11
山西,,172,2020-04-11
内蒙古,,155,2020-04-11
辽宁,,145,2020-04-11
吉林,,99,2020-04-11
黑龙江,,684,2020-04-11
上海,,607,2020-04-11
江苏,,653,2020-04-11
浙江,,1267,2020-04-11
安徽,,991,2020-04-11
福建,,352,2020-04-11
江西,,937,2020-04-11
山东,,784,2020-04-11
河南,,1276,2020-04-11
湖北,,67803,2020-04-11
湖南,,1019,2020-04-11
广东,,1552,2020-04-11
广西,,254,2020-04-11
海南,,168,2020-04-11
重庆,,579,2020-04-11
四川,,560,2020-04-11
贵州,,147,2020-04-11
云南,,184,2020-04-11
西藏,,1,2020-04-11
陕西,,256,2020-04-11
甘肃,,139,2020-04-11
青海,,18,2020-04-11
宁夏,,75,2020-04-11
新疆,,76,2020-04-11
中国香港,,1000,2020-04-11
中国澳门,,45,2020-04-11
中国台湾,,385,2020-04-11
